ASSAY_ID,assay_chembl_id,8,16,32,64,96
688267,CHEMBL1614530,0.04+/-0.18,0.16+/-0.19,0.14+/-0.16,0.29+/-0.15,0.29+/-0.14
600886,CHEMBL1040692,0.04+/-0.16,0.07+/-0.15,0.04+/-0.15,0.09+/-0.16,0.18+/-0.22
737826,CHEMBL1741325,0.05+/-0.17,0.10+/-0.19,0.14+/-0.19,0.19+/-0.17,0.21+/-0.17
737824_1,CHEMBL1741323,0.05+/-0.20,0.07+/-0.19,0.21+/-0.21,0.22+/-0.15,0.23+/-0.16
737825,CHEMBL1741324,0.04+/-0.18,0.04+/-0.16,0.02+/-0.18,0.09+/-0.17,0.05+/-0.17
1495405,CHEMBL3562136,0.03+/-0.18,0.08+/-0.16,0.04+/-0.23,0.15+/-0.17,0.19+/-0.18
737053,CHEMBL1738598,0.02+/-0.17,-0.01+/-0.18,0.08+/-0.21,0.13+/-0.14,0.18+/-0.17
737400,CHEMBL1738606,0.08+/-0.17,0.10+/-0.18,0.09+/-0.17,0.13+/-0.20,0.19+/-0.16
736947,CHEMBL1738312,0.06+/-0.17,0.04+/-0.19,0.08+/-0.16,0.09+/-0.16,0.11+/-0.16
752347,CHEMBL1794311,0.19+/-0.24,0.19+/-0.22,0.24+/-0.22,0.27+/-0.21,0.33+/-0.21
752496,CHEMBL1794486,0.04+/-0.19,0.06+/-0.21,0.13+/-0.16,0.12+/-0.17,0.17+/-0.16
752509,CHEMBL1794499,0.07+/-0.17,0.07+/-0.19,0.10+/-0.17,0.15+/-0.17,0.19+/-0.17
752594,CHEMBL1794584,0.17+/-0.16,0.25+/-0.19,0.35+/-0.19,0.39+/-0.16,0.45+/-0.15
809095,CHEMBL1964081,0.08+/-0.16,0.08+/-0.17,0.14+/-0.17,0.15+/-0.16,0.25+/-0.18
845173,CHEMBL2114784,0.30+/-0.18,0.35+/-0.18,0.43+/-0.18,0.50+/-0.15,0.55+/-0.15
845196,CHEMBL2114807,0.12+/-0.15,0.20+/-0.16,0.23+/-0.21,0.38+/-0.15,0.38+/-0.16
954338,CHEMBL2354287,-0.01+/-0.13,0.01+/-0.18,0.01+/-0.17,0.06+/-0.18,0.03+/-0.17
845206,CHEMBL2114817,0.08+/-0.19,0.09+/-0.17,0.13+/-0.17,0.15+/-0.18,0.19+/-0.14
